Name,Position,Birthdate,Height,Foot,GamesPlayed,Debut,Value,Year,Category
Arxhend Cani,Zentrales Mittelfeld,02.08.1997 (18),-,rechts,4,02.09.2014,350 Tsd. €,2015,22998
Edin Imeri,Zentrales Mittelfeld,14.01.1998 (18),"1,81m",rechts,5,22.09.2015,-,2015,22998
Nikola Gjorgjev,Rechtes Mittelfeld,22.08.1997 (18),"1,74m",rechts,6,30.09.2014,500 Tsd. €,2015,22998
Martin Liechti,Rechtes Mittelfeld,21.05.1998 (18),"1,76m",links,2,22.09.2015,25 Tsd. €,2015,22998
Fabian Rohner ,Rechtes Mittelfeld,17.08.1998 (17),"1,78m",rechts,1,29.10.2015,-,2015,22998
Dereck Kutesa,Linkes Mittelfeld,06.12.1997 (18),"1,77m",rechts,1,02.10.2014,25 Tsd. €,2015,22998
Roberto Alves,Offensives Mittelfeld,08.06.1997 (19),"1,80m",links,1,02.10.2014,100 Tsd. €,2015,22998
Giulio Imbriaco,Offensives Mittelfeld,03.02.1998 (18),-, ,3,27.10.2015,-,2015,22998
Filipe Parreiras,Linksaußen,20.01.1997 (19),"1,80m", ,1,02.10.2014,-,2015,22998
Merlin Hadzi,Rechtsaußen,17.09.1998 (17),"1,77m",links,3,22.09.2015,-,2015,22998
Dimitri Oberlin,Mittelstürmer,27.09.1997 (18),"1,82m",rechts,2,21.04.2015,"1,00 Mio. €",2015,22998
Albian Ajeti,Mittelstürmer,26.02.1997 (19),"1,81m",rechts,3,04.09.2014,"1,00 Mio. €",2015,22998
Boris Babic,Mittelstürmer,10.11.1997 (18),"1,80m",rechts,9,02.09.2014,250 Tsd. €,2015,22998
Kwadwo Duah,Mittelstürmer,24.02.1997 (19),"1,85m",rechts,6,02.09.2014,100 Tsd. €,2015,22998
Neftali Manzambi,Mittelstürmer,23.04.1997 (19),"1,79m",rechts,3,26.03.2015,50 Tsd. €,2015,22998
Jérémy Guillemenot,Mittelstürmer,06.01.1998 (18),"1,84m",rechts,5,22.09.2015,25 Tsd. €,2015,22998
Adler ,Mittelstürmer,28.12.1998 (17),"1,87m",rechts,4,22.09.2015,25 Tsd. €,2015,22998
Aimery Pinga,Mittelstürmer,06.01.1998 (18),"1,85m",rechts,2,22.09.2015,-,2015,22998
Haris Samardzic,Mittelstürmer,16.02.1998 (18),"1,89m", ,5,22.09.2015,-,2015,22998
Fabian Fellmann,Torwart,23.07.1996 (18),"1,85m",rechts,4,06.09.2013,50 Tsd. €,2014,22998
Noam Baumann,Torwart,10.04.1996 (19),"1,94m",rechts,2,15.05.2013,50 Tsd. €,2014,22998
Senad Mujovik,Torwart,26.05.1997 (18),"1,81m",links,-,,-,2014,22998
Mathieu Descloux,Torwart,22.01.1997 (18),"1,86m",rechts,1,02.10.2014,-,2014,22998
Gregor Kobel,Torwart,06.12.1997 (17),"1,96m",rechts,4,02.09.2014,-,2014,22998
Mateo Matic,Torwart,07.01.1996 (19),"1,85m",rechts,1,08.09.2013,-,2014,22998
Yanick Hofer,Torwart,28.09.1996 (18),"1,93m",links,2,12.10.2013,-,2014,22998
Ivan Lurati,Innenverteidiger,05.10.1997 (17),"1,90m",rechts,4,02.09.2014,100 Tsd. €,2014,22998
Miguel Rodrigues,Innenverteidiger,07.12.1996 (18),"1,83m",rechts,4,06.09.2013,100 Tsd. €,2014,22998
Noah Loosli,Innenverteidiger,23.01.1997 (18),"1,86m",rechts,7,02.09.2014,100 Tsd. €,2014,22998
Remo Arnold,Innenverteidiger,17.01.1997 (18),"1,90m",rechts,5,02.10.2014,100 Tsd. €,2014,22998
Grégoire Mvodo,Innenverteidiger,27.05.1997 (18),"1,92m", ,3,04.09.2014,-,2014,22998
Mirlind Kryeziu,Innenverteidiger,26.01.1997 (18),"1,96m",links,1,02.09.2014,-,2014,22998
Alex Lehtinen,Linker Verteidiger,09.04.1996 (19),"1,79m",links,1,16.04.2014,200 Tsd. €,2014,22998
Romain Kursner,Linker Verteidiger,23.06.1996 (19),"1,75m",links,4,04.03.2014,200 Tsd. €,2014,22998
Ulisses Garcia,Linker Verteidiger,11.01.1996 (19),"1,82m",links,7,06.09.2013,150 Tsd. €,2014,22998
Bruno Morgado,Linker Verteidiger,16.12.1997 (17),"1,79m",links,1,02.10.2014,150 Tsd. €,2014,22998
Marco Trachsel,Linker Verteidiger,02.08.1996 (18),"1,80m", ,2,06.09.2013,100 Tsd. €,2014,22998
Stefan Bakalovic,Linker Verteidiger,24.06.1997 (18),-, ,5,30.09.2014,-,2014,22998
Olivier Kleiner,Linker Verteidiger,03.02.1996 (19),"1,75m",links,3,12.10.2013,-,2014,22998
Nicolas Stettler,Rechter Verteidiger,28.04.1996 (19),"1,76m",rechts,3,04.03.2014,50 Tsd. €,2014,22998
Nils von Niederhäusern,Rechter Verteidiger,10.01.1996 (19),"1,80m",rechts,3,06.03.2014,50 Tsd. €,2014,22998
Samir Bajrami,Rechter Verteidiger,03.07.1997 (17),"1,78m",beidfüßig,9,02.10.2014,-,2014,22998
Robin Kamber,Defensives Mittelfeld,15.02.1996 (19),"1,87m",rechts,4,06.09.2013,250 Tsd. €,2014,22998
Meriton Bytyqi,Defensives Mittelfeld,18.03.1996 (19),-,rechts,6,06.09.2013,250 Tsd. €,2014,22998
Deni Kadoic,Defensives Mittelfeld,03.04.1996 (19),"1,85m",beidfüßig,7,06.09.2013,100 Tsd. €,2014,22998
Eric Briner,Defensives Mittelfeld,01.02.1996 (19),-, ,6,06.09.2013,50 Tsd. €,2014,22998
Phi Nguyen,Defensives Mittelfeld,03.07.1996 (18),"1,74m",rechts,7,06.09.2013,50 Tsd. €,2014,22998
Albin Sadrijaj,Defensives Mittelfeld,27.06.1997 (18),"1,88m",links,3,30.09.2014,-,2014,22998
Charles Pickel,Defensives Mittelfeld,15.05.1997 (18),"1,87m",rechts,6,02.09.2014,-,2014,22998
Arxhend Cani,Zentrales Mittelfeld,02.08.1997 (17),-,rechts,4,02.09.2014,350 Tsd. €,2014,22998
Jérémy Jaquier,Zentrales Mittelfeld,03.12.1997 (17),-, ,3,04.09.2014,-,2014,22998
Nikola Gjorgjev,Rechtes Mittelfeld,22.08.1997 (17),"1,74m",rechts,6,30.09.2014,100 Tsd. €,2014,22998
Vedad Efendic,Linkes Mittelfeld,07.01.1997 (18),-,rechts,4,02.09.2014,100 Tsd. €,2014,22998
Marvin Spielmann,Linkes Mittelfeld,23.02.1996 (19),"1,80m",rechts,1,16.04.2014,50 Tsd. €,2014,22998
Dereck Kutesa,Linkes Mittelfeld,06.12.1997 (17),"1,77m",rechts,1,02.10.2014,-,2014,22998
Maxime Dominguez,Offensives Mittelfeld,01.02.1996 (19),"1,73m",links,8,06.09.2013,300 Tsd. €,2014,22998
Roberto Alves,Offensives Mittelfeld,08.06.1997 (18),"1,80m",links,1,02.10.2014,100 Tsd. €,2014,22998
Marsel Stevic,Offensives Mittelfeld,22.02.1996 (19),-, ,6,06.09.2013,100 Tsd. €,2014,22998
Kilian Pagliuca,Offensives Mittelfeld,02.09.1996 (18),"1,88m",rechts,7,06.09.2013,-,2014,22998
João Oliveira,Linksaußen,06.01.1996 (19),"1,77m",rechts,3,04.03.2014,100 Tsd. €,2014,22998
Filipe Parreiras,Linksaußen,20.01.1997 (18),"1,80m", ,1,02.10.2014,-,2014,22998
Jolan Forestal,Rechtsaußen,06.03.1996 (19),"1,77m",rechts,3,06.09.2013,25 Tsd. €,2014,22998
Oscar Correia,Rechtsaußen,28.09.1997 (17),"1,80m",links,-,,-,2014,22998
Arthur Njo-Léa,Hängende Spitze,04.06.1996 (19),"1,80m", ,6,06.09.2013,-,2014,22998
Albian Ajeti,Mittelstürmer,26.02.1997 (18),"1,81m",rechts,3,04.09.2014,600 Tsd. €,2014,22998
Cedric Itten,Mittelstürmer,27.12.1996 (18),"1,90m",rechts,6,10.10.2013,200 Tsd. €,2014,22998
Boris Babic,Mittelstürmer,10.11.1997 (17),"1,80m",rechts,9,02.09.2014,150 Tsd. €,2014,22998
Kwadwo Duah,Mittelstürmer,24.02.1997 (18),"1,85m",rechts,6,02.09.2014,100 Tsd. €,2014,22998
Aldin Turkes,Mittelstürmer,22.04.1996 (19),"1,93m",links,3,06.03.2014,50 Tsd. €,2014,22998
Novem Baumann,Torwart,04.12.1995 (18),"1,85m", ,4,06.09.2012,100 Tsd. €,2013,22998
Noam Baumann,Torwart,10.04.1996 (18),"1,94m",rechts,2,15.05.2013,50 Tsd. €,2013,22998
Leonard Kiener,Torwart,22.06.1995 (19),"1,85m", ,2,18.10.2012,50 Tsd. €,2013,22998
Pascal Albrecht,Torwart,29.04.1995 (19),"1,84m",rechts,4,04.09.2012,-,2013,22998
Fabian Fellmann,Torwart,23.07.1996 (17),"1,85m",rechts,4,06.09.2013,-,2013,22998
Mateo Matic,Torwart,07.01.1996 (18),"1,85m",rechts,1,08.09.2013,-,2013,22998
Yanick Hofer,Torwart,28.09.1996 (17),"1,93m",links,2,12.10.2013,-,2013,22998
Miguel Rodrigues,Innenverteidiger,07.12.1996 (17),"1,83m",rechts,4,06.09.2013,25 Tsd. €,2013,22998
Robin Gloor,Innenverteidiger,15.12.1996 (17),-, ,3,06.09.2013,-,2013,22998
Ahmet Özcan,Innenverteidiger,07.03.1995 (19),"1,88m",links,8,06.09.2012,-,2013,22998
Marco Trachsel,Linker Verteidiger,02.08.1996 (17),"1,80m", ,2,06.09.2013,300 Tsd. €,2013,22998
Ulisses Garcia,Linker Verteidiger,11.01.1996 (18),"1,82m",links,7,06.09.2013,50 Tsd. €,2013,22998
Olivier Kleiner,Linker Verteidiger,03.02.1996 (18),"1,75m",links,3,12.10.2013,-,2013,22998
Joël Keller,Linker Verteidiger,06.03.1995 (19),k. A.m,k. A.,3,19.03.2013,-,2013,22998
Michael Gonçalves,Rechter Verteidiger,10.03.1995 (19),"1,74m",rechts,8,04.09.2012,200 Tsd. €,2013,22998
Kevin Mbabu,Rechter Verteidiger,19.04.1995 (19),"1,84m",rechts,6,04.09.2012,-,2013,22998
Saidy Janko ,Rechter Verteidiger,22.10.1995 (18),"1,81m",rechts,6,13.11.2012,-,2013,22998
Lucas Thöni ,Rechter Verteidiger,25.01.1995 (19),"1,73m",rechts,3,06.09.2012,-,2013,22998
Meriton Bytyqi,Defensives Mittelfeld,18.03.1996 (18),-,rechts,6,06.09.2013,250 Tsd. €,2013,22998
Robin Kamber,Defensives Mittelfeld,15.02.1996 (18),"1,87m",rechts,4,06.09.2013,200 Tsd. €,2013,22998
Deni Kadoic,Defensives Mittelfeld,03.04.1996 (18),"1,85m",beidfüßig,7,06.09.2013,100 Tsd. €,2013,22998
Boris Céspedes,Defensives Mittelfeld,19.06.1995 (19),"1,81m",rechts,5,06.09.2012,100 Tsd. €,2013,22998
Olivier Custodio,Defensives Mittelfeld,10.02.1995 (19),"1,80m",rechts,7,04.09.2012,50 Tsd. €,2013,22998
Eric Briner,Defensives Mittelfeld,01.02.1996 (18),-, ,6,06.09.2013,-,2013,22998
Phi Nguyen,Defensives Mittelfeld,03.07.1996 (17),"1,74m",rechts,7,06.09.2013,-,2013,22998
Daniel Lässer,Defensives Mittelfeld,17.03.1995 (19),"1,83m", ,1,15.05.2013,-,2013,22998
Anto Grgic,Zentrales Mittelfeld,28.11.1996 (17),"1,89m",rechts,4,06.09.2013,450 Tsd. €,2013,22998
Gente Mazreku,Zentrales Mittelfeld,21.01.1995 (19),-, ,6,04.09.2012,300 Tsd. €,2013,22998
Nicolas Andermatt ,Zentrales Mittelfeld,06.11.1995 (18),"1,85m",links,1,17.04.2013,-,2013,22998
Christoph Stenz,Rechtes Mittelfeld,09.10.1995 (18),-, ,6,13.11.2012,-,2013,22998
Valentin Hayoz,Linkes Mittelfeld,10.02.1995 (19),"1,73m",links,4,19.03.2013,-,2013,22998
Thomas Fekete,Offensives Mittelfeld,19.09.1995 (18),"1,78m",links,9,04.09.2012,350 Tsd. €,2013,22998
Miguel Castroman,Offensives Mittelfeld,17.03.1995 (19),"1,75m",links,9,04.09.2012,350 Tsd. €,2013,22998
Karim Gazzetta,Offensives Mittelfeld,01.04.1995 (19),"1,80m",rechts,5,13.11.2012,200 Tsd. €,2013,22998
Grégory Karlen ,Offensives Mittelfeld,30.01.1995 (19),"1,87m",rechts,8,04.09.2012,150 Tsd. €,2013,22998
Samuele Campo,Offensives Mittelfeld,06.07.1995 (18),"1,77m",links,3,21.03.2013,150 Tsd. €,2013,22998
Maxime Dominguez,Offensives Mittelfeld,01.02.1996 (18),"1,73m",links,8,06.09.2013,25 Tsd. €,2013,22998
Kilian Pagliuca,Offensives Mittelfeld,02.09.1996 (17),"1,88m",rechts,7,06.09.2013,-,2013,22998
Marsel Stevic,Offensives Mittelfeld,22.02.1996 (18),-, ,6,06.09.2013,-,2013,22998
Marvin Graf,Rechtsaußen,17.08.1995 (18),"1,88m",rechts,3,15.11.2012,50 Tsd. €,2013,22998
Jolan Forestal,Rechtsaußen,06.03.1996 (18),"1,77m",rechts,3,06.09.2013,-,2013,22998
Arthur Njo-Léa,Hängende Spitze,04.06.1996 (18),"1,80m", ,6,06.09.2013,-,2013,22998
Aaron Burkhardt,Mittelstürmer,10.02.1996 (18),"1,81m", ,1,12.10.2013,-,2013,22998
Omar Thali,Mittelstürmer,22.02.1995 (19),"1,77m",rechts,5,18.10.2012,-,2013,22998
Marko Dangubic,Mittelstürmer,04.02.1996 (18),"1,88m",rechts,3,06.09.2013,-,2013,22998
Cedric Itten,Mittelstürmer,27.12.1996 (17),"1,90m",rechts,6,10.10.2013,-,2013,22998
Yvon Mvogo,Torwart,06.06.1994 (19),"1,90m",rechts,5,30.08.2011,50 Tsd. €,2012,22998
Mirko Salvi,Torwart,14.02.1994 (19),"1,88m",rechts,2,01.09.2011,50 Tsd. €,2012,22998
Signori Antonio ,Torwart,25.07.1994 (18),"1,87m",rechts,2,15.03.2012,50 Tsd. €,2012,22998
Leonard Kiener,Torwart,22.06.1995 (18),"1,85m", ,2,18.10.2012,-,2012,22998
Pascal Albrecht,Torwart,29.04.1995 (18),"1,84m",rechts,4,04.09.2012,-,2012,22998
Novem Baumann,Torwart,04.12.1995 (17),"1,85m", ,4,06.09.2012,-,2012,22998
Martin Angha,Innenverteidiger,22.01.1994 (19),"1,88m",beidfüßig,7,30.08.2011,100 Tsd. €,2012,22998
Silvano Schäppi,Innenverteidiger,05.02.1994 (19),"1,67m",links,7,30.08.2011,50 Tsd. €,2012,22998
Levent Gülen,Innenverteidiger,24.02.1994 (19),"1,86m",rechts,9,30.08.2011,50 Tsd. €,2012,22998
Olindo Regazzi,Innenverteidiger,13.03.1994 (19),"1,80m",rechts,1,17.04.2012,50 Tsd. €,2012,22998
Ferid Matri,Innenverteidiger,16.01.1994 (19),"1,91m",rechts,8,30.08.2011,50 Tsd. €,2012,22998
Bryan Roux,Innenverteidiger,22.05.1995 (18),-,rechts,2,18.10.2012,-,2012,22998
Manuel Riedweg,Innenverteidiger,17.02.1995 (18),-, ,3,04.09.2012,-,2012,22998
Gregory Wüthrich ,Innenverteidiger,04.12.1994 (18),"1,92m",rechts,1,15.03.2012,-,2012,22998
Ahmet Özcan,Innenverteidiger,07.03.1995 (18),"1,88m",links,8,06.09.2012,-,2012,22998
Nedim Sacirovic,Linker Verteidiger,04.04.1994 (19),"1,78m",rechts,6,12.10.2011,50 Tsd. €,2012,22998
Joel Untersee,Rechter Verteidiger,11.02.1994 (19),"1,81m",rechts,4,30.08.2011,75 Tsd. €,2012,22998
Elias Kabamba,Rechter Verteidiger,08.01.1994 (19),"1,83m",rechts,2,17.04.2012,50 Tsd. €,2012,22998
Kevin Mbabu,Rechter Verteidiger,19.04.1995 (18),"1,84m",rechts,6,04.09.2012,-,2012,22998
Michael Gonçalves,Rechter Verteidiger,10.03.1995 (18),"1,74m",rechts,8,04.09.2012,-,2012,22998
Saidy Janko ,Rechter Verteidiger,22.10.1995 (17),"1,81m",rechts,6,13.11.2012,-,2012,22998
Lucas Thöni ,Rechter Verteidiger,25.01.1995 (18),"1,73m",rechts,3,06.09.2012,-,2012,22998
Nico Samson,Rechter Verteidiger,25.05.1994 (19),"1,76m", ,2,28.02.2012,-,2012,22998
Thibault Corbaz,Defensives Mittelfeld,07.01.1994 (19),"1,80m",rechts,9,30.08.2011,100 Tsd. €,2012,22998
Florian Gudit,Defensives Mittelfeld,18.01.1994 (19),"1,68m", ,7,30.08.2011,-,2012,22998
Kevin Tsimba,Defensives Mittelfeld,20.02.1994 (19),"1,71m",rechts,7,30.08.2011,-,2012,22998
Olivier Custodio,Defensives Mittelfeld,10.02.1995 (18),"1,80m",rechts,7,04.09.2012,-,2012,22998
Ming-Yang Yang,Defensives Mittelfeld,11.07.1995 (17),"1,75m",rechts,3,04.09.2012,-,2012,22998
Boris Céspedes,Defensives Mittelfeld,19.06.1995 (18),"1,81m",rechts,5,06.09.2012,-,2012,22998
Musa Araz,Zentrales Mittelfeld,17.01.1994 (19),"1,73m",links,9,30.08.2011,50 Tsd. €,2012,22998
Leonardo Bertone,Zentrales Mittelfeld,14.03.1994 (19),"1,79m",rechts,3,15.03.2012,50 Tsd. €,2012,22998
Gente Mazreku,Zentrales Mittelfeld,21.01.1995 (18),-, ,6,04.09.2012,-,2012,22998
Michael Weber,Zentrales Mittelfeld,06.06.1994 (19),"1,73m",rechts,7,30.08.2011,-,2012,22998
Christoph Stenz,Rechtes Mittelfeld,09.10.1995 (17),-, ,6,13.11.2012,-,2012,22998
Daniel Follonier,Rechtes Mittelfeld,18.01.1994 (19),"1,84m",links,4,30.08.2011,-,2012,22998
Emanuel Duzmani,Linkes Mittelfeld,04.03.1994 (19),"1,75m",rechts,4,13.03.2012,-,2012,22998
Karim Gazzetta,Offensives Mittelfeld,01.04.1995 (18),"1,80m",rechts,5,13.11.2012,50 Tsd. €,2012,22998
Thomas Fekete,Offensives Mittelfeld,19.09.1995 (17),"1,78m",links,9,04.09.2012,-,2012,22998
Diego Zoller,Offensives Mittelfeld,10.01.1995 (18),"1,76m", ,3,04.09.2012,-,2012,22998
Miguel Castroman,Offensives Mittelfeld,17.03.1995 (18),"1,75m",links,9,04.09.2012,-,2012,22998
Grégory Karlen ,Offensives Mittelfeld,30.01.1995 (18),"1,87m",rechts,8,04.09.2012,-,2012,22998
Manuel Kubli,Offensives Mittelfeld,09.04.1995 (18),"1,72m",rechts,3,04.09.2012,-,2012,22998
Renato Sergi,Linksaußen,09.02.1995 (18),"1,74m",rechts,2,04.09.2012,-,2012,22998
Daniel Lema,Linksaußen,28.11.1995 (17),-, ,2,04.09.2012,-,2012,22998
Christopher Teichmann,Rechtsaußen,13.10.1995 (17),-,rechts,2,18.10.2012,-,2012,22998
Marvin Graf,Rechtsaußen,17.08.1995 (17),"1,88m",rechts,3,15.11.2012,-,2012,22998
Shani Tarashaj,Hängende Spitze,07.02.1995 (18),"1,76m",rechts,3,04.09.2012,-,2012,22998
Cephas Malele,Mittelstürmer,08.01.1994 (19),"1,85m",rechts,6,05.04.2011,200 Tsd. €,2012,22998
Shpetim Sulejmani,Mittelstürmer,02.06.1995 (18),"1,90m",rechts,3,18.10.2012,50 Tsd. €,2012,22998
Jordi Nsiala,Mittelstürmer,04.05.1994 (19),"1,88m",rechts,2,28.02.2012,50 Tsd. €,2012,22998
Haris Tabakovic,Mittelstürmer,20.06.1994 (19),"1,94m",rechts,2,17.04.2012,50 Tsd. €,2012,22998
Albion Avdijaj,Mittelstürmer,12.01.1994 (19),"1,91m",rechts,7,30.08.2011,-,2012,22998
Omar Thali,Mittelstürmer,22.02.1995 (18),"1,77m",rechts,5,18.10.2012,-,2012,22998
Edmond Selmani,Mittelstürmer,31.07.1994 (18),"1,76m", ,7,12.10.2011,-,2012,22998
Alex Gauthier,Mittelstürmer,27.01.1995 (18),"1,79m", ,2,04.09.2012,-,2012,22998
Yvon Mvogo,Torwart,06.06.1994 (18),"1,90m",rechts,5,30.08.2011,50 Tsd. €,2011,22998
Jérémy Frick,Torwart,08.03.1993 (19),"1,92m",links,6,15.09.2010,50 Tsd. €,2011,22998
Mirko Salvi,Torwart,14.02.1994 (18),"1,88m",rechts,2,01.09.2011,50 Tsd. €,2011,22998
Signori Antonio ,Torwart,25.07.1994 (17),"1,87m",rechts,2,15.03.2012,50 Tsd. €,2011,22998
Alessandro Merlo,Torwart,04.05.1993 (19),"1,82m", ,1,02.02.2011,50 Tsd. €,2011,22998
Andreas Hirzel,Torwart,25.03.1993 (19),"1,90m",rechts,2,05.04.2011,-,2011,22998
Berat Djimsiti ,Innenverteidiger,19.02.1993 (19),"1,90m",rechts,4,05.04.2011,250 Tsd. €,2011,22998
Martin Angha,Innenverteidiger,22.01.1994 (18),"1,88m",beidfüßig,7,30.08.2011,100 Tsd. €,2011,22998
Levent Gülen,Innenverteidiger,24.02.1994 (18),"1,86m",rechts,9,30.08.2011,50 Tsd. €,2011,22998
Arlind Ajeti,Innenverteidiger,25.09.1993 (18),"1,84m",rechts,5,15.09.2010,50 Tsd. €,2011,22998
Fabio Schmid,Innenverteidiger,28.06.1993 (19),"1,83m",rechts,5,15.09.2010,50 Tsd. €,2011,22998
Sead Hajrovic,Innenverteidiger,04.06.1993 (19),"1,84m",rechts,5,13.10.2009,-,2011,22998
Ivo Zangger,Innenverteidiger,02.02.1993 (19),"1,77m",rechts,10,15.09.2010,-,2011,22998
Silvano Schäppi,Innenverteidiger,05.02.1994 (18),"1,67m",links,7,30.08.2011,-,2011,22998
Marco Bürki,Innenverteidiger,10.07.1993 (18),"1,84m",links,2,01.02.2011,-,2011,22998
Aleksandar Zarkovic,Innenverteidiger,23.02.1993 (19),"1,85m", ,6,15.09.2010,-,2011,22998
Ferid Matri,Innenverteidiger,16.01.1994 (18),"1,91m",rechts,8,30.08.2011,-,2011,22998
Endogan Adili,Linker Verteidiger,03.08.1994 (17),"1,70m",links,3,30.08.2011,450 Tsd. €,2011,22998
Daniele Romano ,Linker Verteidiger,05.05.1993 (19),"1,75m",rechts,1,07.04.2011,200 Tsd. €,2011,22998
Mattia Desolé,Linker Verteidiger,10.05.1993 (19),"1,81m",links,2,10.05.2011,75 Tsd. €,2011,22998
Naser Aliji,Linker Verteidiger,27.12.1993 (18),"1,77m",links,3,05.04.2011,-,2011,22998
Nedim Sacirovic,Linker Verteidiger,04.04.1994 (18),"1,78m",rechts,6,12.10.2011,-,2011,22998
Silvan Widmer,Rechter Verteidiger,05.03.1993 (19),"1,83m",rechts,8,19.10.2010,800 Tsd. €,2011,22998
Joel Untersee,Rechter Verteidiger,11.02.1994 (18),"1,81m",rechts,4,30.08.2011,100 Tsd. €,2011,22998
Numa Lavanchy,Rechter Verteidiger,25.08.1993 (18),"1,74m",rechts,7,15.09.2010,50 Tsd. €,2011,22998
Mike Kleiber,Rechter Verteidiger,04.02.1993 (19),"1,78m",rechts,10,15.09.2010,-,2011,22998
Hekuran Kryeziu,Defensives Mittelfeld,12.02.1993 (19),"1,81m",rechts,7,15.09.2010,300 Tsd. €,2011,22998
Kevin Tsimba,Defensives Mittelfeld,20.02.1994 (18),"1,71m",rechts,7,30.08.2011,-,2011,22998
Florian Gudit,Defensives Mittelfeld,18.01.1994 (18),"1,68m", ,7,30.08.2011,-,2011,22998
Nico Zwimpfer,Defensives Mittelfeld,06.07.1993 (18),k. A.m,k. A.,7,19.10.2010,-,2011,22998
Thibault Corbaz,Defensives Mittelfeld,07.01.1994 (18),"1,80m",rechts,9,30.08.2011,-,2011,22998
Baptiste Bétrisey,Mittelfeld,13.02.1994 (18),-, ,2,30.08.2011,-,2011,22998
Alessandro Martinelli,Zentrales Mittelfeld,30.05.1993 (19),"1,75m",links,2,15.09.2010,100 Tsd. €,2011,22998
Davide Riva,Zentrales Mittelfeld,04.09.1993 (18),"1,75m", ,3,19.10.2011,100 Tsd. €,2011,22998
Joël Geissmann,Zentrales Mittelfeld,03.03.1993 (19),"1,87m",rechts,6,15.09.2010,-,2011,22998
Musa Araz,Zentrales Mittelfeld,17.01.1994 (18),"1,73m",links,9,30.08.2011,-,2011,22998
Michael Weber,Zentrales Mittelfeld,06.06.1994 (18),"1,73m",rechts,7,30.08.2011,-,2011,22998
Salim Khelifi,Rechtes Mittelfeld,26.01.1994 (18),"1,72m",rechts,3,30.08.2011,500 Tsd. €,2011,22998
Daniel Follonier,Rechtes Mittelfeld,18.01.1994 (18),"1,84m",links,4,30.08.2011,-,2011,22998
Romain Dessarzin,Rechtes Mittelfeld,09.11.1993 (18),"1,69m", ,2,01.02.2011,-,2011,22998
Bojan Malbasic,Offensives Mittelfeld,09.01.1993 (19),-, ,5,17.11.2010,-,2011,22998
Kerim Frei,Linksaußen,19.11.1993 (18),"1,71m",rechts,7,15.09.2010,"3,00 Mio. €",2011,22998
Mehmed Begzadic,Linksaußen,05.01.1993 (19),"1,80m", ,4,01.02.2011,-,2011,22998
Cristian Miani,Linksaußen,28.07.1993 (18),"1,73m",rechts,2,10.05.2011,-,2011,22998
Michael Frey,Mittelstürmer,19.07.1994 (17),"1,88m",rechts,3,30.08.2011,100 Tsd. €,2011,22998
Cephas Malele,Mittelstürmer,08.01.1994 (18),"1,85m",rechts,6,05.04.2011,75 Tsd. €,2011,22998
Andelko Savic,Mittelstürmer,11.03.1993 (19),"1,88m",rechts,4,05.04.2011,75 Tsd. €,2011,22998
Stjepan Vuleta,Mittelstürmer,29.10.1993 (18),"1,89m",rechts,10,15.09.2010,50 Tsd. €,2011,22998
Evan Melo,Mittelstürmer,31.05.1993 (19),"1,73m",rechts,3,15.09.2010,50 Tsd. €,2011,22998
Albion Avdijaj,Mittelstürmer,12.01.1994 (18),"1,91m",rechts,7,30.08.2011,-,2011,22998
Edmond Selmani,Mittelstürmer,31.07.1994 (17),"1,76m", ,7,12.10.2011,-,2011,22998
Hélios Sessolo,Mittelstürmer,26.05.1993 (19),"1,73m",rechts,4,19.10.2010,-,2011,22998
Raphael Spiegel,Torwart,19.12.1992 (18),"1,97m",rechts,4,27.08.2009,50 Tsd. €,2010,22998
Joël Kiassumbua,Torwart,06.04.1992 (19),"1,90m",rechts,2,27.08.2009,50 Tsd. €,2010,22998
Yanick Brecher,Torwart,25.05.1993 (18),"1,96m",rechts,3,15.09.2010,-,2010,22998
Jérémy Frick,Torwart,08.03.1993 (18),"1,92m",links,6,15.09.2010,-,2010,22998
Loris Benito ,Innenverteidiger,07.01.1992 (19),"1,86m",links,4,25.08.2009,200 Tsd. €,2010,22998
Sead Hajrovic,Innenverteidiger,04.06.1993 (18),"1,84m",rechts,5,13.10.2009,50 Tsd. €,2010,22998
Léo Lacroix,Innenverteidiger,27.02.1992 (19),"1,97m",rechts,2,31.03.2010,50 Tsd. €,2010,22998
Arlind Ajeti,Innenverteidiger,25.09.1993 (17),"1,84m",rechts,5,15.09.2010,50 Tsd. €,2010,22998
Alexandre Veuthey,Innenverteidiger,14.01.1993 (18),"1,83m",links,1,15.09.2010,50 Tsd. €,2010,22998
Frédéric Veseli,Innenverteidiger,20.11.1992 (18),"1,85m",rechts,6,25.08.2009,-,2010,22998
Fabio Schmid,Innenverteidiger,28.06.1993 (18),"1,83m",rechts,5,15.09.2010,-,2010,22998
Aleksandar Zarkovic,Innenverteidiger,23.02.1993 (18),"1,85m", ,6,15.09.2010,-,2010,22998
Ivo Zangger,Innenverteidiger,02.02.1993 (18),"1,77m",rechts,10,15.09.2010,-,2010,22998
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (18),"1,82m",links,2,27.08.2009,750 Tsd. €,2010,22998
Janick Kamber,Linker Verteidiger,26.02.1992 (19),"1,71m",links,7,25.08.2009,50 Tsd. €,2010,22998
André Gonçalves,Rechter Verteidiger,23.01.1992 (19),"1,80m",rechts,13,27.08.2009,200 Tsd. €,2010,22998
