Name,Position,Birthdate,Height,Foot,GamesPlayed,Debut,Value,Year,Category,Age
Tician Tushi,Mittelstürmer,2001-04-02,-, ,2,14.05.2019,0.45,2019,22998,23
Nenad Zivkovic,Mittelstürmer,2002-03-19,"1,78m", ,2,08.10.2019,0.0,2019,22998,22
Lorent Tolaj,Mittelstürmer,2001-10-23,"1,83m",links,4,09.10.2018,0.0,2019,22998,23
Lucio Soldini,Torwart,2001-04-05,"1,79m",rechts,1,,0.25,2018,22998,23
Niklas Steffen,Torwart,2001-01-19,"1,87m",rechts,1,09.10.2018,0.15,2018,22998,23
Gianluca Tolino,Torwart,2000-01-20,"1,86m",rechts,1,21.03.2018,0.1,2018,22998,24
Joschua Neuenschwander,Torwart,2000-06-28,"1,83m", ,3,05.10.2017,0.0,2018,22998,24
Jan Kronig,Innenverteidiger,2000-06-24,"1,86m",links,2,21.03.2018,0.5,2018,22998,24
Elis Isufi,Innenverteidiger,2000-05-21,"1,87m",rechts,4,03.10.2017,0.2,2018,22998,24
Nicolas Vouilloz,Innenverteidiger,2001-05-11,"1,84m",rechts,3,11.10.2018,0.1,2018,22998,23
Ivann Strohbach,Innenverteidiger,2000-01-25,"1,92m",rechts,2,05.10.2017,0.0,2018,22998,24
Pascal Schüpbach,Linker Verteidiger,2000-04-11,"1,78m", ,1,21.03.2018,0.1,2018,22998,24
Jan Wörnhard,Linker Verteidiger,2001-04-23,"1,75m",links,1,09.10.2018,0.05,2018,22998,23
Yves Jankowski,Linker Verteidiger,2000-06-04,-,rechts,3,03.10.2017,0.025,2018,22998,24
Jérôme Läubli,Linker Verteidiger,2001-03-28,"1,70m",links,3,11.10.2018,0.0,2018,22998,23
Ruben Correia,Linker Verteidiger,2000-01-06,"1,82m",links,1,09.05.2018,0.0,2018,22998,24
Alessandro Stabile,Rechter Verteidiger,2000-07-18,"1,63m",rechts,1,09.05.2018,0.3,2018,22998,24
Noël Wetz,Rechter Verteidiger,2001-02-08,"1,82m",rechts,1,11.10.2018,0.1,2018,22998,23
Uros Vasic,Rechter Verteidiger,2001-10-25,"1,72m",rechts,5,11.10.2018,0.05,2018,22998,23
Lewin Blum,Rechter Verteidiger,2001-07-27,"1,81m",rechts,1,11.10.2018,0.0,2018,22998,23
Loïc Vlapamo,Rechter Verteidiger,2001-03-02,"1,72m", ,1,09.10.2018,0.0,2018,22998,23
Filip Frei,Rechter Verteidiger,2001-01-07,"1,75m",rechts,4,09.10.2018,0.0,2018,22998,23
Bertrand Tusiama,Rechter Verteidiger,2000-09-14,-, ,2,05.10.2017,0.0,2018,22998,24
Perrault Tokam,Defensives Mittelfeld,2000-05-23,"1,81m",rechts,1,21.03.2018,0.125,2018,22998,24
Adrian Durrer,Defensives Mittelfeld,2001-07-13,"1,88m",rechts,2,09.10.2018,0.025,2018,22998,23
Yannick Scheidegger,Defensives Mittelfeld,2001-05-03,"1,72m",links,3,09.10.2018,0.0,2018,22998,23
Simon Sohm,Zentrales Mittelfeld,2001-04-11,"1,88m",rechts,1,11.10.2018,0.5,2018,22998,23
Nicky Beloko,Zentrales Mittelfeld,2000-02-16,"1,84m",rechts,4,03.10.2017,0.4,2018,22998,24
Yannick Marchand,Zentrales Mittelfeld,2000-02-09,"1,83m",rechts,4,03.10.2017,0.25,2018,22998,24
Mathis Holcbecher,Zentrales Mittelfeld,2001-01-21,"1,84m", ,2,09.10.2018,0.1,2018,22998,23
Orges Bunjaku,Zentrales Mittelfeld,2001-07-05,"1,80m",links,2,09.10.2018,0.075,2018,22998,23
Fabiano Pereira,Zentrales Mittelfeld,2000-10-05,-, ,2,05.10.2017,0.0,2018,22998,24
Lorenzo Di Michelangeli,Zentrales Mittelfeld,2000-02-12,-, ,-,,0.0,2018,22998,24
Alexandre Jankewitz,Zentrales Mittelfeld,2001-12-25,"1,85m",rechts,4,09.10.2018,0.0,2018,22998,22
Kastriot Imeri,Linkes Mittelfeld,2000-06-27,"1,78m",rechts,2,05.10.2017,1.0,2018,22998,24
Mergim Bajrami,Offensives Mittelfeld,2000-05-02,"1,71m",rechts,1,03.10.2017,0.5,2018,22998,24
Nicola Suter,Offensives Mittelfeld,2000-02-02,"1,84m",rechts,1,09.05.2018,0.3,2018,22998,24
Amel Rustemoski,Offensives Mittelfeld,2000-07-06,"1,85m",rechts,3,03.10.2017,0.225,2018,22998,24
Bledian Krasniqi,Offensives Mittelfeld,2001-06-17,"1,73m",rechts,4,11.10.2018,0.1,2018,22998,23
Alexis Antunes,Offensives Mittelfeld,2000-07-31,"1,81m",rechts,2,03.10.2017,0.075,2018,22998,24
Randy Schneider,Offensives Mittelfeld,2001-08-27,"1,70m",rechts,1,11.10.2018,0.0,2018,22998,23
Noah Okafor,Linksaußen,2000-05-24,"1,85m",rechts,1,09.05.2018,8.0,2018,22998,24
Guillaume Furrer,Linksaußen,2001-01-28,"1,84m",rechts,1,09.10.2018,0.2,2018,22998,23
Felipe Borges,Linksaußen,2001-01-01,"1,83m",rechts,1,09.10.2018,0.125,2018,22998,23
Christopher Lungoyi,Linksaußen,2000-07-04,"1,82m",links,4,03.10.2017,0.05,2018,22998,24
Nishan Burkart,Linksaußen,2000-01-31,"1,74m",rechts,1,09.05.2018,0.0,2018,22998,24
Noah Boakye,Mittelstürmer,2001-08-13,"1,80m",rechts,2,09.10.2018,0.15,2018,22998,23
Lorent Tolaj,Mittelstürmer,2001-10-23,"1,83m",links,4,09.10.2018,0.0,2018,22998,23
Lorenzo Gonzalez,Mittelstürmer,2000-04-10,"1,70m",rechts,1,21.03.2018,0.0,2018,22998,24
Rubén del Campo,Mittelstürmer,2000-02-22,"1,85m",links,3,03.10.2017,0.0,2018,22998,24
Jozef Pukaj,Torwart,2000-02-13,"1,92m",rechts,1,03.10.2017,0.25,2017,22998,24
Nico Krucker,Torwart,1999-04-08,"1,85m", ,1,10.05.2017,0.1,2017,22998,25
Lars Hunn,Torwart,1999-05-25,"1,82m",rechts,4,30.08.2016,0.1,2017,22998,25
Noah Berchtold,Torwart,1999-08-01,"1,85m",rechts,3,06.10.2016,0.1,2017,22998,25
Lars Schädeli,Torwart,1999-06-16,"1,78m", ,1,01.09.2016,0.025,2017,22998,25
Joschua Neuenschwander,Torwart,2000-06-28,"1,83m", ,3,05.10.2017,0.0,2017,22998,24
Baba Souare,Innenverteidiger,1999-03-07,"1,93m",links,3,30.08.2016,0.05,2017,22998,25
Elis Isufi,Innenverteidiger,2000-05-21,"1,87m",rechts,4,03.10.2017,0.0,2017,22998,24
Ivann Strohbach,Innenverteidiger,2000-01-25,"1,92m",rechts,2,05.10.2017,0.0,2017,22998,24
Nias Hefti,Linker Verteidiger,1999-09-18,"1,75m",links,7,30.08.2016,0.15,2017,22998,25
Dejan Zunic,Linker Verteidiger,1999-01-02,"1,79m", ,2,04.10.2016,0.05,2017,22998,25
Alessandro Maestri,Linker Verteidiger,1999-04-13,-, ,1,,0.0,2017,22998,25
Yves Jankowski,Linker Verteidiger,2000-06-04,-,rechts,3,03.10.2017,0.0,2017,22998,24
Bryan Mallo,Rechter Verteidiger,1999-12-04,-, ,5,30.08.2016,0.1,2017,22998,24
Marc Schmid,Rechter Verteidiger,1999-01-28,"1,81m", ,2,04.10.2016,0.05,2017,22998,25
Adam Ouattara,Rechter Verteidiger,2000-06-06,"1,77m",rechts,2,03.10.2017,0.025,2017,22998,24
Luca Fomasi,Rechter Verteidiger,1999-01-10,-, ,4,30.08.2016,0.0,2017,22998,25
André Barbosa da Silva,Rechter Verteidiger,2000-08-27,"1,78m",rechts,2,03.10.2017,0.0,2017,22998,24
Bertrand Tusiama,Rechter Verteidiger,2000-09-14,-, ,2,05.10.2017,0.0,2017,22998,24
Dennis Vanin,Defensives Mittelfeld,1999-07-20,"1,82m", ,2,22.03.2017,0.1,2017,22998,25
Nicolas Herter,Defensives Mittelfeld,1999-03-24,"1,77m",rechts,5,30.08.2016,0.025,2017,22998,25
Bastien Toma,Zentrales Mittelfeld,1999-06-24,"1,74m",rechts,4,04.10.2016,0.5,2017,22998,25
Izer Aliu,Zentrales Mittelfeld,1999-11-15,"1,82m",rechts,5,30.08.2016,0.3,2017,22998,24
Karim Bertelli,Zentrales Mittelfeld,1999-03-27,"1,85m",rechts,4,30.08.2016,0.25,2017,22998,25
Kastrijot Ndau,Zentrales Mittelfeld,1999-02-19,"1,70m",links,1,03.05.2017,0.2,2017,22998,25
Nicky Beloko,Zentrales Mittelfeld,2000-02-16,"1,84m",rechts,4,03.10.2017,0.15,2017,22998,24
Stefano Guidotti,Zentrales Mittelfeld,1999-06-16,"1,85m",rechts,3,30.08.2016,0.1,2017,22998,25
Kenith Catari,Zentrales Mittelfeld,1999-05-11,-,rechts,2,01.09.2016,0.1,2017,22998,25
Yannick Marchand,Zentrales Mittelfeld,2000-02-09,"1,83m",rechts,4,03.10.2017,0.0,2017,22998,24
Fabiano Pereira,Zentrales Mittelfeld,2000-10-05,-, ,2,05.10.2017,0.0,2017,22998,24
Maren Haile-Selassie,Rechtes Mittelfeld,1999-03-13,"1,76m",rechts,4,04.10.2016,0.4,2017,22998,25
Filip Ugrinic,Linkes Mittelfeld,1999-01-05,"1,84m",rechts,2,03.05.2017,0.75,2017,22998,25
Kastriot Imeri,Linkes Mittelfeld,2000-06-27,"1,78m",rechts,2,05.10.2017,0.225,2017,22998,24
Nedim Bajrami,Offensives Mittelfeld,1999-02-28,"1,79m",rechts,4,01.09.2016,2.0,2017,22998,25
Petar Pusic,Offensives Mittelfeld,1999-01-25,"1,71m",links,7,30.08.2016,1.5,2017,22998,25
Alexis Antunes,Offensives Mittelfeld,2000-07-31,"1,81m",rechts,2,03.10.2017,0.05,2017,22998,24
Giotto Morandi,Offensives Mittelfeld,1999-03-04,"1,81m",rechts,3,04.10.2016,0.05,2017,22998,25
Ajet Sejdija,Offensives Mittelfeld,1999-04-28,"1,71m", ,1,03.05.2017,0.0,2017,22998,25
Mergim Bajrami,Offensives Mittelfeld,2000-05-02,"1,71m",rechts,1,03.10.2017,0.0,2017,22998,24
Amel Rustemoski,Offensives Mittelfeld,2000-07-06,"1,85m",rechts,3,03.10.2017,0.0,2017,22998,24
Siyar Doldur,Offensives Mittelfeld,2000-01-29,"1,75m",rechts,1,05.10.2017,0.0,2017,22998,24
Christopher Lungoyi,Linksaußen,2000-07-04,"1,82m",links,4,03.10.2017,0.05,2017,22998,24
Mersim Asllani,Rechtsaußen,1999-06-07,"1,78m",rechts,6,30.08.2016,0.35,2017,22998,25
Çendrim Kameraj,Rechtsaußen,1999-03-13,"1,80m", ,2,30.08.2016,0.05,2017,22998,25
Dan Ndoye,Rechtsaußen,2000-10-25,"1,84m",rechts,2,03.10.2017,0.0,2017,22998,24
Andi Zeqiri,Mittelstürmer,1999-06-22,"1,85m",links,7,30.08.2016,0.8,2017,22998,25
Ambrosio Da Costa,Mittelstürmer,1999-05-17,"1,80m",rechts,3,01.09.2016,0.2,2017,22998,25
Dimitri Volkart,Mittelstürmer,1999-09-21,"1,78m", ,3,06.10.2016,0.075,2017,22998,25
Rubén del Campo,Mittelstürmer,2000-02-22,"1,85m",links,3,03.10.2017,0.0,2017,22998,24
Filip Stojilkovic,Mittelstürmer,2000-01-04,"1,86m",rechts,2,03.10.2017,0.0,2017,22998,24
Joao Castanheira,Torwart,1998-02-23,"1,81m",links,-,,0.1,2016,22998,26
Lars Hunn,Torwart,1999-05-25,"1,82m",rechts,4,30.08.2016,0.05,2016,22998,25
Noah Berchtold,Torwart,1999-08-01,"1,85m",rechts,3,06.10.2016,0.05,2016,22998,25
Léo Lécureux,Torwart,1998-11-10,"1,86m",rechts,-,,0.0,2016,22998,26
Lars Schädeli,Torwart,1999-06-16,"1,78m", ,1,01.09.2016,0.0,2016,22998,25
Cédric Zesiger,Innenverteidiger,1998-06-24,"1,94m",links,4,22.09.2015,0.75,2016,22998,26
Eray Cömert,Innenverteidiger,1998-02-04,"1,83m",rechts,5,22.09.2015,0.25,2016,22998,26
Julian Roth,Innenverteidiger,1998-03-14,"1,91m",rechts,2,09.03.2016,0.25,2016,22998,26
Janic Cucinelli,Innenverteidiger,1999-01-22,-, ,2,04.10.2016,0.0,2016,22998,25
Baba Souare,Innenverteidiger,1999-03-07,"1,93m",links,3,30.08.2016,0.0,2016,22998,25
Meriton Kastrati,Linker Verteidiger,1998-03-05,"1,82m",rechts,3,22.09.2015,0.0,2016,22998,26
Gianni Antoniazzi,Linker Verteidiger,1998-09-05,"1,74m",links,3,24.09.2015,0.0,2016,22998,26
Dejan Zunic,Linker Verteidiger,1999-01-02,"1,79m", ,2,04.10.2016,0.0,2016,22998,25
Leotrim Nitaj,Linker Verteidiger,1998-06-11,"1,85m", ,5,,0.0,2016,22998,26
Miro Muheim,Linker Verteidiger,1998-03-24,"1,82m",links,1,20.04.2016,0.0,2016,22998,26
Dominik Schmid,Linker Verteidiger,1998-03-10,"1,82m",links,3,27.10.2015,0.0,2016,22998,26
Nias Hefti,Linker Verteidiger,1999-09-18,"1,75m",links,7,30.08.2016,0.0,2016,22998,25
Jordan Lotomba,Rechter Verteidiger,1998-09-29,"1,77m",rechts,2,22.09.2015,0.7,2016,22998,26
Marc Schmid,Rechter Verteidiger,1999-01-28,"1,81m", ,2,04.10.2016,0.05,2016,22998,25
Luca Fomasi,Rechter Verteidiger,1999-01-10,-, ,4,30.08.2016,0.0,2016,22998,25
Sadik Vitija,Rechter Verteidiger,1998-08-13,"1,74m", ,6,22.09.2015,0.0,2016,22998,26
Bryan Mallo,Rechter Verteidiger,1999-12-04,-, ,5,30.08.2016,0.0,2016,22998,24
Allan Arigoni,Rechter Verteidiger,1998-11-04,"1,84m",rechts,1,09.03.2016,0.0,2016,22998,26
Léo Seydoux,Rechter Verteidiger,1998-03-16,"1,74m",rechts,6,22.09.2015,0.0,2016,22998,26
Fabio Dixon,Rechter Verteidiger,1999-06-21,"1,83m",rechts,1,06.10.2016,0.0,2016,22998,25
Robin Huser,Defensives Mittelfeld,1998-01-24,"1,80m",rechts,4,22.09.2015,0.35,2016,22998,26
Timo Ribeiro,Defensives Mittelfeld,1999-02-22,"1,87m",links,2,30.08.2016,0.0,2016,22998,25
Nicolas Herter,Defensives Mittelfeld,1999-03-24,"1,77m",rechts,5,30.08.2016,0.0,2016,22998,25
Gezim Pepsi,Defensives Mittelfeld,1998-07-12,"1,81m",rechts,4,27.10.2015,0.0,2016,22998,26
Vasilije Janjicic,Zentrales Mittelfeld,1998-11-02,"1,80m",rechts,-,,0.5,2016,22998,26
Noah Blasucci,Zentrales Mittelfeld,1999-06-19,"1,75m",rechts,2,01.09.2016,0.1,2016,22998,25
Karim Bertelli,Zentrales Mittelfeld,1999-03-27,"1,85m",rechts,4,30.08.2016,0.05,2016,22998,25
Izer Aliu,Zentrales Mittelfeld,1999-11-15,"1,82m",rechts,5,30.08.2016,0.0,2016,22998,24
Kenith Catari,Zentrales Mittelfeld,1999-05-11,-,rechts,2,01.09.2016,0.0,2016,22998,25
Toni Domgjoni,Zentrales Mittelfeld,1998-09-04,"1,79m",rechts,2,09.03.2016,0.0,2016,22998,26
Bastien Toma,Zentrales Mittelfeld,1999-06-24,"1,74m",rechts,4,04.10.2016,0.0,2016,22998,25
Stefano Guidotti,Zentrales Mittelfeld,1999-06-16,"1,85m",rechts,3,30.08.2016,0.0,2016,22998,25
Edin Imeri,Zentrales Mittelfeld,1998-01-14,"1,81m",rechts,5,22.09.2015,0.0,2016,22998,26
Maren Haile-Selassie,Rechtes Mittelfeld,1999-03-13,"1,76m",rechts,4,04.10.2016,0.0,2016,22998,25
Giulio Imbriaco,Offensives Mittelfeld,1998-02-03,-, ,3,27.10.2015,0.0,2016,22998,26
Petar Pusic,Offensives Mittelfeld,1999-01-25,"1,71m",links,7,30.08.2016,0.0,2016,22998,25
Giotto Morandi,Offensives Mittelfeld,1999-03-04,"1,81m",rechts,3,04.10.2016,0.0,2016,22998,25
Nedim Bajrami,Offensives Mittelfeld,1999-02-28,"1,79m",rechts,4,01.09.2016,0.0,2016,22998,25
Mersim Asllani,Rechtsaußen,1999-06-07,"1,78m",rechts,6,30.08.2016,0.0,2016,22998,25
Çendrim Kameraj,Rechtsaußen,1999-03-13,"1,80m", ,2,30.08.2016,0.0,2016,22998,25
Andi Zeqiri,Mittelstürmer,1999-06-22,"1,85m",links,7,30.08.2016,0.6,2016,22998,25
Adler,Mittelstürmer,1998-12-28,"1,87m",rechts,4,22.09.2015,0.15,2016,22998,25
Rrezart Hoxha,Mittelstürmer,1998-05-26,"1,81m",rechts,2,09.03.2016,0.1,2016,22998,26
Jérémy Guillemenot,Mittelstürmer,1998-01-06,"1,84m",rechts,5,22.09.2015,0.025,2016,22998,26
Haris Samardzic,Mittelstürmer,1998-02-16,"1,89m", ,5,22.09.2015,0.0,2016,22998,26
Ambrosio Da Costa,Mittelstürmer,1999-05-17,"1,80m",rechts,3,01.09.2016,0.0,2016,22998,25
Nedim Omeragic,Mittelstürmer,1999-02-01,"1,85m",links,2,30.08.2016,0.0,2016,22998,25
Dimitri Volkart,Mittelstürmer,1999-09-21,"1,78m", ,3,06.10.2016,0.0,2016,22998,25
Mathieu Descloux,Torwart,1997-01-22,"1,86m",rechts,1,02.10.2014,0.05,2015,22998,27
Gregor Kobel,Torwart,1997-12-06,"1,96m",rechts,4,02.09.2014,0.025,2015,22998,26
Joao Castanheira,Torwart,1998-02-23,"1,81m",links,-,,0.025,2015,22998,26
Simon Enzler,Torwart,1997-10-16,"1,86m",rechts,1,23.04.2015,0.025,2015,22998,27
Gion Chande,Torwart,1998-05-03,"1,81m", ,2,24.09.2015,0.0,2015,22998,26
Remo Arnold,Innenverteidiger,1997-01-17,"1,90m",rechts,5,02.10.2014,0.5,2015,22998,27
Cédric Zesiger,Innenverteidiger,1998-06-24,"1,94m",links,4,22.09.2015,0.3,2015,22998,26
Jan Bamert,Innenverteidiger,1998-03-09,"1,84m",rechts,3,22.09.2015,0.3,2015,22998,26
Adonis Ajeti,Innenverteidiger,1997-02-26,"1,86m",links,4,26.03.2015,0.25,2015,22998,27
Mirlind Kryeziu,Innenverteidiger,1997-01-26,"1,96m",links,1,02.09.2014,0.1,2015,22998,27
Noah Loosli,Innenverteidiger,1997-01-23,"1,86m",rechts,7,02.09.2014,0.1,2015,22998,27
Ivan Lurati,Innenverteidiger,1997-10-05,"1,90m",rechts,4,02.09.2014,0.1,2015,22998,27
Aldin Fatic,Innenverteidiger,1998-08-14,-, ,2,27.10.2015,0.0,2015,22998,26
Elia Alessandrini,Innenverteidiger,1997-03-03,"1,83m",rechts,1,21.04.2015,0.0,2015,22998,27
Eray Cömert,Innenverteidiger,1998-02-04,"1,83m",rechts,5,22.09.2015,0.0,2015,22998,26
Bruno Morgado,Linker Verteidiger,1997-12-16,"1,79m",links,1,02.10.2014,0.15,2015,22998,26
Linus Obexer,Linker Verteidiger,1997-06-05,"1,77m",links,4,26.03.2015,0.1,2015,22998,27
Stefan Bakalovic,Linker Verteidiger,1997-06-24,-, ,5,30.09.2014,0.0,2015,22998,27
Meriton Kastrati,Linker Verteidiger,1998-03-05,"1,82m",rechts,3,22.09.2015,0.0,2015,22998,26
Dominik Schmid,Linker Verteidiger,1998-03-10,"1,82m",links,3,27.10.2015,0.0,2015,22998,26
Gianni Antoniazzi,Linker Verteidiger,1998-09-05,"1,74m",links,3,24.09.2015,0.0,2015,22998,26
Bastien Conus,Linker Verteidiger,1998-02-09,"1,73m",rechts,2,27.10.2015,0.0,2015,22998,26
Jordan Lotomba,Rechter Verteidiger,1998-09-29,"1,77m",rechts,2,22.09.2015,0.05,2015,22998,26
Samir Bajrami,Rechter Verteidiger,1997-07-03,"1,78m",beidfüßig,9,02.10.2014,0.0,2015,22998,27
Tiago Vilaranda,Rechter Verteidiger,1998-09-14,"1,78m", ,1,24.09.2015,0.0,2015,22998,26
Sadik Vitija,Rechter Verteidiger,1998-08-13,"1,74m", ,6,22.09.2015,0.0,2015,22998,26
Léo Seydoux,Rechter Verteidiger,1998-03-16,"1,74m",rechts,6,22.09.2015,0.0,2015,22998,26
Robin Huser,Defensives Mittelfeld,1998-01-24,"1,80m",rechts,4,22.09.2015,0.35,2015,22998,26
Charles Pickel,Defensives Mittelfeld,1997-05-15,"1,87m",rechts,6,02.09.2014,0.025,2015,22998,27
Jordi Manuel Ehombo,Defensives Mittelfeld,1998-02-03,"1,78m",rechts,3,22.09.2015,0.0,2015,22998,26
Gezim Pepsi,Defensives Mittelfeld,1998-07-12,"1,81m",rechts,4,27.10.2015,0.0,2015,22998,26
Noha Sylvestre,Defensives Mittelfeld,1997-12-29,"1,73m",rechts,2,26.03.2015,0.0,2015,22998,26
Djibril Sow,Zentrales Mittelfeld,1997-02-06,"1,84m",rechts,2,21.04.2015,1.0,2015,22998,27
Harun Alpsoy,Zentrales Mittelfeld,1997-03-03,"1,87m",rechts,-,,0.4,2015,22998,27
Arxhend Cani,Zentrales Mittelfeld,1997-08-02,-,rechts,4,02.09.2014,0.35,2015,22998,27
Edin Imeri,Zentrales Mittelfeld,1998-01-14,"1,81m",rechts,5,22.09.2015,0.0,2015,22998,26
Nikola Gjorgjev,Rechtes Mittelfeld,1997-08-22,"1,74m",rechts,6,30.09.2014,0.5,2015,22998,27
Martin Liechti,Rechtes Mittelfeld,1998-05-21,"1,76m",links,2,22.09.2015,0.025,2015,22998,26
Fabian Rohner,Rechtes Mittelfeld,1998-08-17,"1,78m",rechts,1,29.10.2015,0.0,2015,22998,26
Dereck Kutesa,Linkes Mittelfeld,1997-12-06,"1,77m",rechts,1,02.10.2014,0.025,2015,22998,26
Roberto Alves,Offensives Mittelfeld,1997-06-08,"1,80m",links,1,02.10.2014,0.1,2015,22998,27
Giulio Imbriaco,Offensives Mittelfeld,1998-02-03,-, ,3,27.10.2015,0.0,2015,22998,26
Filipe Parreiras,Linksaußen,1997-01-20,"1,80m", ,1,02.10.2014,0.0,2015,22998,27
Merlin Hadzi,Rechtsaußen,1998-09-17,"1,77m",links,3,22.09.2015,0.0,2015,22998,26
Dimitri Oberlin,Mittelstürmer,1997-09-27,"1,82m",rechts,2,21.04.2015,1.0,2015,22998,27
Albian Ajeti,Mittelstürmer,1997-02-26,"1,81m",rechts,3,04.09.2014,1.0,2015,22998,27
Boris Babic,Mittelstürmer,1997-11-10,"1,80m",rechts,9,02.09.2014,0.25,2015,22998,27
Kwadwo Duah,Mittelstürmer,1997-02-24,"1,85m",rechts,6,02.09.2014,0.1,2015,22998,27
Neftali Manzambi,Mittelstürmer,1997-04-23,"1,79m",rechts,3,26.03.2015,0.05,2015,22998,27
Jérémy Guillemenot,Mittelstürmer,1998-01-06,"1,84m",rechts,5,22.09.2015,0.025,2015,22998,26
Adler,Mittelstürmer,1998-12-28,"1,87m",rechts,4,22.09.2015,0.025,2015,22998,25
Aimery Pinga,Mittelstürmer,1998-01-06,"1,85m",rechts,2,22.09.2015,0.0,2015,22998,26
Haris Samardzic,Mittelstürmer,1998-02-16,"1,89m", ,5,22.09.2015,0.0,2015,22998,26
Fabian Fellmann,Torwart,1996-07-23,"1,85m",rechts,4,06.09.2013,0.05,2014,22998,28
Noam Baumann,Torwart,1996-04-10,"1,94m",rechts,2,15.05.2013,0.05,2014,22998,28
Senad Mujovik,Torwart,1997-05-26,"1,81m",links,-,,0.0,2014,22998,27
Mathieu Descloux,Torwart,1997-01-22,"1,86m",rechts,1,02.10.2014,0.0,2014,22998,27
Gregor Kobel,Torwart,1997-12-06,"1,96m",rechts,4,02.09.2014,0.0,2014,22998,26
Mateo Matic,Torwart,1996-01-07,"1,85m",rechts,1,08.09.2013,0.0,2014,22998,28
Yanick Hofer,Torwart,1996-09-28,"1,93m",links,2,12.10.2013,0.0,2014,22998,28
Ivan Lurati,Innenverteidiger,1997-10-05,"1,90m",rechts,4,02.09.2014,0.1,2014,22998,27
Miguel Rodrigues,Innenverteidiger,1996-12-07,"1,83m",rechts,4,06.09.2013,0.1,2014,22998,27
Noah Loosli,Innenverteidiger,1997-01-23,"1,86m",rechts,7,02.09.2014,0.1,2014,22998,27
Remo Arnold,Innenverteidiger,1997-01-17,"1,90m",rechts,5,02.10.2014,0.1,2014,22998,27
Grégoire Mvodo,Innenverteidiger,1997-05-27,"1,92m", ,3,04.09.2014,0.0,2014,22998,27
Mirlind Kryeziu,Innenverteidiger,1997-01-26,"1,96m",links,1,02.09.2014,0.0,2014,22998,27
Alex Lehtinen,Linker Verteidiger,1996-04-09,"1,79m",links,1,16.04.2014,0.2,2014,22998,28
Romain Kursner,Linker Verteidiger,1996-06-23,"1,75m",links,4,04.03.2014,0.2,2014,22998,28
Ulisses Garcia,Linker Verteidiger,1996-01-11,"1,82m",links,7,06.09.2013,0.15,2014,22998,28
Bruno Morgado,Linker Verteidiger,1997-12-16,"1,79m",links,1,02.10.2014,0.15,2014,22998,26
Marco Trachsel,Linker Verteidiger,1996-08-02,"1,80m", ,2,06.09.2013,0.1,2014,22998,28
Stefan Bakalovic,Linker Verteidiger,1997-06-24,-, ,5,30.09.2014,0.0,2014,22998,27
Olivier Kleiner,Linker Verteidiger,1996-02-03,"1,75m",links,3,12.10.2013,0.0,2014,22998,28
Nicolas Stettler,Rechter Verteidiger,1996-04-28,"1,76m",rechts,3,04.03.2014,0.05,2014,22998,28
Nils von Niederhäusern,Rechter Verteidiger,1996-01-10,"1,80m",rechts,3,06.03.2014,0.05,2014,22998,28
Samir Bajrami,Rechter Verteidiger,1997-07-03,"1,78m",beidfüßig,9,02.10.2014,0.0,2014,22998,27
Robin Kamber,Defensives Mittelfeld,1996-02-15,"1,87m",rechts,4,06.09.2013,0.25,2014,22998,28
Meriton Bytyqi,Defensives Mittelfeld,1996-03-18,-,rechts,6,06.09.2013,0.25,2014,22998,28
Deni Kadoic,Defensives Mittelfeld,1996-04-03,"1,85m",beidfüßig,7,06.09.2013,0.1,2014,22998,28
Eric Briner,Defensives Mittelfeld,1996-02-01,-, ,6,06.09.2013,0.05,2014,22998,28
Phi Nguyen,Defensives Mittelfeld,1996-07-03,"1,74m",rechts,7,06.09.2013,0.05,2014,22998,28
Albin Sadrijaj,Defensives Mittelfeld,1997-06-27,"1,88m",links,3,30.09.2014,0.0,2014,22998,27
Charles Pickel,Defensives Mittelfeld,1997-05-15,"1,87m",rechts,6,02.09.2014,0.0,2014,22998,27
Arxhend Cani,Zentrales Mittelfeld,1997-08-02,-,rechts,4,02.09.2014,0.35,2014,22998,27
Jérémy Jaquier,Zentrales Mittelfeld,1997-12-03,-, ,3,04.09.2014,0.0,2014,22998,26
Nikola Gjorgjev,Rechtes Mittelfeld,1997-08-22,"1,74m",rechts,6,30.09.2014,0.1,2014,22998,27
Vedad Efendic,Linkes Mittelfeld,1997-01-07,-,rechts,4,02.09.2014,0.1,2014,22998,27
Marvin Spielmann,Linkes Mittelfeld,1996-02-23,"1,80m",rechts,1,16.04.2014,0.05,2014,22998,28
Dereck Kutesa,Linkes Mittelfeld,1997-12-06,"1,77m",rechts,1,02.10.2014,0.0,2014,22998,26
Maxime Dominguez,Offensives Mittelfeld,1996-02-01,"1,73m",links,8,06.09.2013,0.3,2014,22998,28
Roberto Alves,Offensives Mittelfeld,1997-06-08,"1,80m",links,1,02.10.2014,0.1,2014,22998,27
Marsel Stevic,Offensives Mittelfeld,1996-02-22,-, ,6,06.09.2013,0.1,2014,22998,28
Kilian Pagliuca,Offensives Mittelfeld,1996-09-02,"1,88m",rechts,7,06.09.2013,0.0,2014,22998,28
João Oliveira,Linksaußen,1996-01-06,"1,77m",rechts,3,04.03.2014,0.1,2014,22998,28
Filipe Parreiras,Linksaußen,1997-01-20,"1,80m", ,1,02.10.2014,0.0,2014,22998,27
Jolan Forestal,Rechtsaußen,1996-03-06,"1,77m",rechts,3,06.09.2013,0.025,2014,22998,28
